SNO,FIN_YR,INV_NO,BASIC_AMT,SER_TAX_RATE,SER_TAX,ED_CESS,HED_CESS,TOT_AMT,TRN_DESC,TRN_TYPE,INV_NO1,BILL_QTY,LOG_QTY,LOG_RED,IT_PENALITY,TRN_PENALITY
333,2012-13,52709,1361521,0,0,0,168283.9956,1529804.996,Data Entry of Returns cum Challans for  PTEC  From 01-05-2012 To 31-05-2012 Salb -1                   ,3,52709,24637,0,0,13615,5987
334,2012-13,52715,1583476,0,0,0,195717.6336,1779193.634,Data Entry of Returns cum Challans for  PTEC  From 01-06-2012 To 30-.06.2012 Salb -1                   ,3,52715,40430,0,0,110843,2266
335,2012-13,52720,1886685,0,0,0,233194.266,2119879.266,Data Entry of Returns cum Challans for  PTEC  From 01-07-2012 To 31-.07.2012 Salb -1                   ,3,52720,67168,0,0,132068,97931
336,2012-13,52725,1687872,0,0,0,208620.9792,1896492.979,Data Entry of Returns cum Challans for  PTEC  From 01-08-2012 To 31-.08.2012 Salb -1                   ,3,52725,49636,0,0,135030,71758
337,2012-13,52730,1465956,0,0,0,181192.1616,1647148.162,Data Entry of Returns cum Challans for  PTEC  From 01-08-2012 To 30-.09.2012 Salb -1                   ,3,52730,32028,0,241,117257,38520
338,2012-13,52736,1495657,0,0,0,184863.2052,1680520.205,Data Entry of Returns cum Challans for  PTEC  From 01-10-2012 To 31-.10.2012 Salb -1                   ,3,52736,34130,0,28,44869,28362
339,2012-13,52741,1512316,0,0,0,186922.2576,1699238.258,Data Entry of Returns cum Challans for  PTEC  From 01-11-2012 To 30-.11.2012 Salb -1                   ,3,52741,35309,0,0,15123,46001
340,2012-13,52751,1486147,0,0,0,183687.7692,1669834.769,Data Entry of Returns cum Challans for  PTEC  From 01-1-2013 To 31-.1.2013 Slab -1                   ,3,52751,33457,0,0,29723,27707
341,2012-13,52758,1463299,0,0,0,180863.7564,1644162.756,Data Entry of Returns cum Challans for  PTEC  From 01-2-2013 To 28-.2.2013 Slab -1                   ,3,52758,31840,0,-7475,14708,16465
342,2012-13,52764,1356194,0,0,0,167625.5784,1523819.578,Data Entry of Returns cum Challans for  PTEC  From 01-3-2013 To 31-.3.2013 Slab -1                   ,3,52764,24260,0,170,13560,23915
343,2012-13,52704,1427863,0,0,0,176483.8668,1604346.867,Data Entry of Forms Utilization   From 01-04-2012 To 30-04-2012  Slab-1 ,4,52704,175070,175070,0,14279,0
344,2012-13,52710,1399129,0,0,0,172932.3444,1572061.344,Data Entry of Forms Utilization   From 01-05-2012 To 31-05-2012  Slab-1 ,4,52710,167975,0,0,13991,0
345,2012-13,52716,1309571,0,0,0,161862.9756,1471433.976,Data Entry of Forms Utilization   From 01-06-2012 To 30-05-2012  Slab-1 ,4,52716,145862,0,0,91670,0
346,2012-13,52721,1401397,0,0,0,173212.6692,1574609.669,Data Entry of Forms Utilization   From 01-07-2012 To 31-07-2012  Slab-1 ,4,52721,168535,0,0,98098,0
347,2012-13,52726,1339756,0,0,0,165593.8416,1505349.842,Data Entry of Forms Utilization   From 01-08-2012 To 31-08-2012  Slab-1 ,4,52726,153315,0,0,107180,0
348,2012-13,52731,1257091,0,0,0,155376.4476,1412467.448,Data Entry of Forms Utilization   From 01-09-2012 To 30-09-2012  Slab-1 ,4,52731,132904,0,0,100567,0
349,2012-13,52737,1232751,0,0,0,152368.0236,1385119.024,Data Entry of Forms Utilization   From 01-10-2012 To 31-10-2012  Slab-1 ,4,52737,126894,0,0,36982,0
350,2012-13,52742,1346365,0,0,0,166410.714,1512775.714,Data Entry of Forms Utilization   From 01-11-2012 To 30-11-2012  Slab-1 ,4,52742,154947,0,0,13464,0
351,2012-13,52747,1422659,0,0,0,175840.6524,1598499.652,Data Entry of Forms Utilization   From 01-12-2012 To 31-12-2012  Slab-1 ,4,52747,173785,0,0,14227,0
352,2012-13,52752,1476844,0,0,0,182537.9184,1659381.918,Data Entry of Forms Utilization   From 01-1-2013 To 31-1-2013  Slab-1 ,4,52752,187164,0,0,29537,0
353,2012-13,52759,1361379,0,0,0,168266.4444,1529645.444,Data Entry of Forms Utilization   From 01-2-2013 To 28-2-2013  Slab-1 ,4,52759,158654,0,0,13614,0
354,2012-13,52765,1280480,0,0,0,158267.328,1438747.328,Data Entry of Forms Utilization   From 01-3-2013 To 31-3-2013  Slab-1 ,4,NULL,0,0,0,0,0
355,2012-13,52767,53317440,0,0,0,6590035.584,59907475.58,Data Entry of Annual Returns   From 01-3-2013 To 31-3-2013  Slab-1 ,5,52767,0,0,0,0,0
356,2012-13,52712,531216,0,0,0,65658.2976,596874.2976,Printing Charges May 2012,8,52712,265608,0,0,0,0
357,2012-13,52733,270056,0,0,0,33378.9216,303434.9216,Printing charges  during sept 2012,8,52733,0,0,0,0,0
358,2012-13,52761,583976,0,0,0,72179.4336,656155.4336,Printing VAT/CST Notices,8,52761,0,0,0,0,0
359,2012-13,52768,325900,0,0,0,40281.24,366181.24,printing VAT/CST Notices,8,52768,0,0,0,0,0
360,2012-13,52705,50000,0,0,0,6180,56180,software dev @ 50000/- per man month ie 200 man hrs. billed for  one Man Month,10,52705,0,0,0,0,0
361,2012-13,52711,50000,0,0,0,6180,56180,software dev @ 50000/- per man month ie 200 man hrs. billed for  one Man Month,10,52711,0,0,0,0,0
362,2012-13,52717,50000,0,0,0,6180,56180,software dev @ 50000/- per man month ie 200 man hrs. billed for  01.06.2012 to 30.06.2012,10,52717,0,0,0,0,0
363,2012-13,52722,50000,0,0,0,6180,56180,software dev @ 50000/- per man month ie 200 man hrs. billed for  01.07.2012 to 31.07.2012,10,52722,0,0,0,0,0
364,2012-13,52727,50000,0,0,0,6180,56180,software dev @ 50000/- per man month ie 200 man hrs. billed for  01.08.2012 to 31.08.2012,10,52727,0,0,0,0,0
365,2012-13,52732,50000,0,0,0,6180,56180,software dev @ 50000/- per man month ie 200 man hrs. billed for  01.09.2012 to 30.09.2012,10,52732,0,0,0,0,0
366,2012-13,52738,50000,0,0,0,6180,56180,software dev @ 50000/- per man month ie 200 man hrs. billed for  01.10.2012 to 31.10.2012,10,52738,0,0,0,0,0
367,2012-13,52743,50000,0,0,0,6180,56180,software dev @ 50000/- per man month ie 200 man hrs. billed for  01.11.2012 to 30.11.2012,10,52743,0,0,0,0,0
368,2012-13,52748,50000,0,0,0,6180,56180,software dev @ 50000/- per man month ie 200 man hrs. billed for  01.12.2012 to 31.12.2012,10,52748,0,0,0,0,0
369,2012-13,52753,50000,0,0,0,6180,56180,software dev @ 50000/- per man month ie 200 man hrs. billed for  01.1.2013 to 31.1.2013,10,52753,0,0,0,0,0
370,2012-13,52760,50000,0,0,0,6180,56180,software dev @ 50000/- per man month ie 200 man hrs. billed for  01.2.2013 to 28.2.2013,10,52760,0,0,0,0,0
371,2012-13,52766,50000,0,0,0,6180,56180,software dev @ 50000/- per man month ie 200 man hrs. billed for  01.3.2013 to 31.3.2013,10,52765,138679,0,0,12805,0
372,2012-13,52746,1442528,0,0,0,178296.4608,1620824.461,#N/A,3,52746,30370,0,0,14425,20614
373,2012-13,52706,2427000,0,0,0,299977.2,2726977.2,#N/A,8,NULL,0,0,0,0,0
374,2012-13,52754,250000,0,0,0,30900,280900,#N/A,8,NULL,0,0,0,0,0
375,2012-13,52755,100000,0,0,0,12360,112360,#N/A,8,NULL,0,0,0,0,0
376,2012-13,52769,80000,0,0,0,9888,89888,Maintence & Management,8,NULL,0,0,0,0,0
377,2013-14,52740,100000,0,12360,0,0,112360,Maintenance & Management,13,NULL,0,0,0,0,0
378,2013-14,52741,2934426,0,362695.0536,0,0,3297121.054,Data Entry of Registration Form,1,52741,25912,0,0,0,0
379,2013-14,52742,11842148,0,1463689.493,0,0,13305837.49,Data Entry of Return Cum Challan,2,52742,1552876,0,12,0,839
380,2013-14,52743,1530911,0,189220.5996,0,0,1720131.6,Data Entry of Return Cum Challan,3,52743,36625,0,0,0,3153
381,2013-14,52744,1490473,0,184222.4628,0,0,1674695.463,Data Entry of Forms Utilisattion,4,52744,190529,0,0,0,0
382,2013-14,52745,50000,0,6180,0,0,56180,Software Development,10,52745,0,0,0,0,0
383,2013-14,52746,100000,0,12360,0,0,112360,Maintenance & Management,13,NULL,0,0,0,0,0
384,2013-14,52747,2858109,0,353262.2724,0,0,3211371.272,Data Entry of Registration Form,1,52747,22040,0,0,0,0
385,2013-14,52748,8298110,0,1025646.396,0,0,9323756.396,Data Entry of Return Cum Challan,2,52748,477807,0,0,4,4312
386,2013-14,52749,1490853,0,184269.4308,0,0,1675122.431,Data Entry of Return Cum Challan,3,52749,13790,0,0,0,2481
387,2013-14,52750,992739,0,122702.5404,0,0,1115441.54,Data Entry of Forms Utilisattion,4,52750,67632,0,0,0,0
388,2013-14,52751,50000,0,6180,0,0,56180,Software Development,10,52751,0,0,0,0,0
389,2013-14,52752,29864,0,3691.1904,0,0,33555.1904,Printing of VAT / CST Notice,7,52752,14932,0,0,0,0
390,2013-14,52753,110000,0,13596,0,0,123596,WAN Link 2 MBPS,14,NULL,0,0,0,0,0
391,2013-14,52754,100000,0,12360,0,0,112360,Maintenance & Management,13,NULL,0,0,0,0,0
392,2013-14,52755,2967519,0,366785.3484,0,0,3334304.348,Data Entry of Registration Form,1,52755,27591,0,0,0,0
393,2013-14,52756,8237887,0,1018202.833,0,0,9256089.833,Data Entry of Return Cum Challan,2,52756,462935,0,122,0,14356
394,2013-14,52757,1452066,0,179475.3576,0,0,1631541.358,Data Entry of Return Cum Challan,3,52757,31045,0,0,0,13282
395,2013-14,52758,988402,0,122166.4872,0,0,1110568.487,Data Entry of Forms Utilisattion,4,52758,66561,0,0,0,0
396,2013-14,52759,50000,0,6180,0,0,56180,Software Development,10,52759,0,0,0,0,0
397,2013-14,52760,80864,0,9994.7904,0,0,90858.7904,Printing of VAT / CST Notice,7,52760,40432,0,0,0,0
398,2013-14,52761,3011137,0,372176.5332,0,0,3383313.533,Data Entry Registration Forms,1,52761,29804,0,0,0,0
399,2013-14,52762,10797819,0,1334610.428,0,0,12132429.43,Data Entry of Return Cum Challan,2,52762,1095017,0,348,0,3179
400,2013-14,52763,1487490,0,183853.764,0,0,1671343.764,Data Entry of Return Cum Challan,3,52763,33552,0,0,0,3428
401,2013-14,52764,2416784,0,298714.5024,0,0,2715498.502,Data Entry of Forms Utilisattion,4,52764,419248,0,0,0,0
402,2013-14,52765,50000,0,6180,0,0,56180,Software Development,10,52765,0,0,0,0,0
403,2013-14,52766,120000,0,14832,0,0,134832,Maintenane & Management,13,NULL,0,0,0,0,0
404,2013-14,52767,79707,0,9851.7852,0,0,89558.7852,Data Entry of Registration Form,1,NULL,0,0,0,0,0
405,2013-14,52768,3031083,0,374641.8588,0,0,3405724.859,Data Entry of Registration Form,1,52768,30816,0,0,0,0
406,2013-14,52769,7779632,0,961562.5152,0,0,8741194.515,Date Entry of Return Cum Challan,2,52769,354807,0,265,0,12622
407,2013-14,52770,1488196,0,183941.0256,0,0,1672137.026,Data Entry of Return Cum Challan,3,52770,33602,0,0,0,3236
408,2013-14,52771,1194875,0,147686.55,0,0,1342561.55,Data Entry of Forms Utilisattion,4,52771,117542,0,0,0,0
409,2013-14,52772,50000,0,6180,0,0,56180,Software Development,10,52772,0,0,0,0,0
410,2013-14,52773,645000,0,79722,0,0,724722,Manpower Cost per quarter ,10,NULL,115813,0,0,0,0
411,2013-14,52774,645000,0,79722,0,0,724722,Manpower Cost per quarter ,10,NULL,0,0,0,0,0
412,2013-14,52775,10893911,0,1346487.4,0,0,12240398.4,Oracle Data Base Ent Edition,12,NULL,0,0,0,0,0
413,2013-14,52776,851497,0,105245.0292,0,0,956742.0292,VS5 Ent PL C Vmware vspere 5 Ent,12,NULL,0,0,0,0,0
414,2013-14,52777,266742,0,32969.3112,0,0,299711.3112,RHEL OS for Application Server,12,NULL,0,0,0,0,0
415,2013-14,52778,2996157,0,370325.0052,0,0,3366482.005,Data Entry of Registration Form,1,52778,29044,0,0,0,0
416,2013-14,52779,7794293,0,963374.6148,0,0,8757667.615,Data Entry of Return Cum Challan,2,52779,358065,0,0,0,660267
417,2013-14,52780,1560598,0,192889.9128,0,0,1753487.913,Data Entry of Return Cum Challan,3,52780,38726,0,0,0,22217
418,2013-14,52781,1200338,0,148361.7768,0,0,1348699.777,Data Entry of Forms Utilisattion,4,52781,118891,0,0,0,0
419,2013-14,52782,50000,0,6180,0,0,56180,Software Development,10,52782,0,0,0,0,0
420,2013-14,52783,53317440,0,6590035.584,0,0,59907475.58,Data entry of Annual Returns,5,NULL,134968,0,0,0,0
421,2013-14,52784,30629906,0,3785856.382,0,0,34415762.38,TATA MPLS,14,NULL,0,0,0,0,0
422,2013-14,52785,1000000,0,123600,0,0,1123600,Software Development and Warranty,10,NULL,0,0,0,0,0
423,2013-14,52786,449923,0,55610.4828,0,0,505533.4828,Data Entry of Return Cum Challan,3,NULL,3878,0,0,0,0
424,2013-14,2,0,0,0,0,0,0,NULL,12,NULL,10108,0,0,0,0
425,2013-14,3,0,0,0,0,0,0,NULL,12,NULL,24164,0,0,0,0
426,2013-14,52501,1294128,5,0,64706.4,0,1358834.4,UPS 20 KVA 3 PH ,2,NULL,0,0,0,0,0
427,2013-14,52502,802560,5,0,40128,0,842688,48 Port 10/100/1000 ports ,12,NULL,0,0,0,0,0
428,2013-14,52502,30096,0,3719.8656,0,0,33815.8656,48 Port 10/100/1000 ports ,12,NULL,0,0,0,0,0
429,2013-14,52503,3104417,5,0,155220.85,0,3259637.85,SRX240 Services Gateway,12,NULL,0,0,0,0,0
430,2013-14,52503,167504,0,20703.4944,0,0,188207.4944,SRX240 Services Gateway,12,NULL,0,0,0,0,0
431,2013-14,52505,4186716,5,0,209335.8,0,4396051.8,Blade Server Chassis,12,NULL,0,0,0,0,0
432,2013-14,52701,2957466,0,365542.7976,0,0,3323008.798,Data Entry of Registration Form,1,52701,27081,0,0,0,0
433,2013-14,52702,10710679,0,1323839.924,0,0,12034518.92,Data Entry of Returns cum Challans,2,52702,1073501,0,286973,0,19969
434,2013-14,52703,1566152,0,193576.3872,0,0,1759728.387,Data Entry of Returns cum Challans,3,52703,39139,0,0,0,7440
435,2013-14,52704,1370196,0,169356.2256,0,0,1539552.226,Data Entry of Forms Utilisattion,4,52704,160831,0,0,0,0
436,2013-14,52705,50000,0,6180,0,0,56180,Software Development,10,52705,0,0,0,0,0
437,2013-14,52706,100000,0,12360,0,0,112360,Maintenance & Management,13,52707,150654,0,0,0,0
438,2013-14,52707,301308,0,37241.6688,0,0,338549.6688,Printing of VAT / CST Notice,7,NULL,0,0,0,0,0
439,2013-14,52708,2427000,0,299977.2,0,0,2726977.2,Internet Connections ,11,NULL,0,0,0,0,0
440,2013-14,52709,100000,0,12360,0,0,112360,Maintenance & Management,13,NULL,0,0,0,0,0
441,2013-14,52710,2875788,0,355447.3968,0,0,3231235.397,Data Entry of Registration Form,1,52710,22937,0,0,0,0
442,2013-14,52711,8522634,0,1053397.562,0,0,9576031.562,Data Entry of Returns cum Challans,2,52711,533243,0,105794,0,8532
443,2013-14,52712,1367964,0,169080.3504,0,0,1537044.35,Data Entry of Returns cum Challans,3,52712,25093,0,-71,0,8406
444,2013-14,52713,1339383,0,165547.7388,0,0,1504930.739,Data Entry of Forms Utilisattion,4,52713,153223,0,0,0,0
445,2013-14,52714,50000,0,6180,0,0,56180,Software Development,10,52714,0,0,0,0,0
446,2013-14,52715,100000,0,12360,0,0,112360,Maintenance & Management,13,NULL,0,0,0,0,0
447,2013-14,52716,2945621,0,364078.7556,0,0,3309699.756,Data Entry of Registration Form,1,52716,26480,0,0,0,0
448,2013-14,52717,8681738,0,1073062.817,0,0,9754800.817,Data Entry of Returns cum Challans,2,52717,572528,0,84049,0,24868
449,2013-14,52718,2039038,0,252025.0968,0,0,2291063.097,Data Entry of Returns cum Challans,3,52718,80603,0,-318,0,9115
450,2013-14,52719,1498876,0,185261.0736,0,0,1684137.074,Data Entry of Forms Utilisattion,4,52719,192604,0,0,0,0
451,2013-14,52720,50000,0,6180,0,0,56180,Software Development,10,52720,0,0,0,0,0
452,2013-14,52721,336688,0,41614.6368,0,0,378302.6368,Printing of VAT / CST Notice,7,52721,168344,0,0,0,0
453,2013-14,52722,100000,0,12360,0,0,112360,Maintenance & Management,13,NULL,0,0,0,0,0
454,2013-14,52723,2982754,0,368669,0,0,3351423,Data Entry of Registration Form,1,52723,28364,0,0,0,0
455,2013-14,52724,8454615,0,1044990.414,0,0,9499605.414,Data Entry of Returns cum Challans,2,52724,516448,0,0,0,7681
456,2013-14,52725,2086541,0,257897,0,0,2344438,Data Entry of Returns cum Challans,3,52725,84792,0,0,0,3788
457,2013-14,52726,1551579,0,191775.1644,0,0,1743354.164,Data Entry of Forms Utilisattion,4,52726,205617,0,0,0,0
458,2013-14,52727,50000,0,6180,0,0,56180,Software Development,10,52727,0,0,0,0,0
459,2013-14,52728,100000,0,12360,0,0,112360,Maintenance & Management,13,NULL,111092,0,0,0,0
460,2013-14,52729,2949031,0,364500.2316,0,0,3313531.232,Data Entry of Registration Form,1,52729,26653,0,0,206432,0
461,2013-14,52730,6683017,0,826020.9012,0,0,7509037.901,Data Entry of Returns cum Challans,2,52730,267107,0,50,467807,17713
462,2013-14,52731,1662844,0,205527.5184,0,0,1868371.518,Data Entry of Returns cum Challans,3,52731,47429,0,-23,116400,10927
463,2013-14,52732,1450491,0,179280.6876,0,0,1629771.688,Data Entry of Forms Utilisattion,4,52732,180657,0,0,101534,0
464,2013-14,52733,50000,0,6180,0,0,56180,Software Development,10,52733,0,0,0,0,0
465,2013-14,52734,100000,0,12360,0,0,112360,Maintenance & Management,13,NULL,0,0,0,0,0
466,2013-14,52735,2805836,0,346801.3296,0,0,3152637.33,Data Entry of Registration Form,1,52735,19399,0,0,0,0
467,2013-14,52736,7022689,0,868004.3604,0,0,7890693.36,Data Entry of Returns Cum Challan ,2,52736,280683,0,125,0,4593
468,2013-14,52737,1494866,0,184765.4376,0,0,1679631.438,Data Entry of Returns cum challan,3,52737,34074,0,0,0,7322
469,2013-14,52738,1569642,0,194007.7512,0,0,1763649.751,Data Entry of Forms Utilisattion,4,52738,210077,0,0,0,0
470,2013-14,52739,50000,0,6180,0,0,56180,Software Development,10,52739,0,0,0,0,0
471,2014-15,52701,1562000,0,193063.2,0,0,1755063.2,INTERNET LEASED LINE,14,NULL,0,0,0,0,0
472,2014-15,52702,2960423,0,365908.2828,0,0,3326331.283,DATA ENTRY-REGISTR FORMS,1,52702,27231,0,0,0,0
473,2014-15,52703,9801604,0,1211478.254,0,0,11013082.25,D.E. RETURNS CUM CHALLANS,2,52703,849038,0,0,0,14343
474,2014-15,52704,1465193,0,181097.8548,0,0,1646290.855,D.E. RETURNS CUM CHALLANS-PTEC,3,52704,31974,0,0,0,6878
475,2014-15,52705,1843377,0,227841.3972,0,0,2071218.397,D.E. OF FORMS UTILIZATIONS,4,52705,277666,0,0,0,0
476,2014-15,52706,50000,0,6180,0,0,56180,SOFTWARE DEVELOPMENT,10,52706,0,0,0,0,0
477,2014-15,52501,720000,12.5,0,90000,0,810000,SUPPLY,12,NULL,0,0,0,0,0
478,2014-15,52501,180000,0,22248,0,0,202248,INSTALL.,12,NULL,0,0,0,0,0
479,2014-15,52707,645000,0,79722,0,0,724722,MANPOWER COST,10,NULL,0,0,0,0,0
480,2014-15,52708,22000,0,2719.2,0,0,24719.2,OTC FOR INSTALLATION,12,NULL,0,0,0,0,0
481,2014-15,52709,114000,0,14090.4,0,0,128090.4,VIRTUALISATION,12,NULL,0,0,0,0,0
482,2014-15,52710,107360,0,13269.696,0,0,120629.696,SUPPORT,12,NULL,0,0,0,0,0
483,2014-15,52711,2882095,0,356226.942,0,0,3238321.942,DATA ENTRY-REGISTR FORMS,1,52711,23257,0,0,28821,0
484,2014-15,52712,8795069,0,1087070.528,0,0,9882139.528,D.E. RETURNS CUM CHALLANS,2,52712,600511,0,4,87951,651
485,2014-15,52713,1495063,0,184789.7868,0,0,1679852.787,D.E. RETURNS CUM CHALLANS-PTEC,3,52713,34088,0,0,14951,603
486,2014-15,52714,2094903,0,258930.0108,0,0,2353833.011,D.E. OF FORMS UTILIZATIONS,4,52714,303771,0,0,20949,0
487,2014-15,52715,50000,0,6180,0,0,56180,SOFTWARE DEVELOPMENT,10,52715,0,0,0,0,0
488,2014-15,52716,2872359,0,355023.5724,0,0,3227382.572,DATA ENTRY-REGISTR FORMS,1,52716,22763,0,0,28724,0
489,2014-15,52717,8249276,0,1019610.514,0,0,9268886.514,D.E. RETURNS CUM CHALLANS,2,52717,51747,0,4,82493,12831
490,2014-15,52718,2339015,0,289102.254,0,0,2628117.254,D.E. RETURNS CUM CHALLANS-PTEC,3,52718,107056,0,0,23390,12375
491,2014-15,52719,1931910,0,238784.076,0,0,2170694.076,D.E. OF FORMS UTILIZATIONS,4,52719,299526,0,0,19319,0
492,2014-15,52720,50000,0,6180,0,0,56180,SOFTWARE DEVELOPMENT,10,52720,0,0,0,0,0
493,2014-15,52721,2876675,0,355557.03,0,0,3232232.03,DATA ENTRY-REGISTR FORMS,1,52721,0,0,0,0,0
494,2014-15,52722,9375933,0,1158865.319,0,0,10534798.32,D.E. RETURNS CUM CHALLANS,2,52722,0,0,0,0,266389
495,2014-15,52723,2411637,0,298078.3332,0,0,2709715.333,D.E. RETURNS CUM CHALLANS-PTEC,3,52723,0,0,0,0,5102
496,2014-15,52724,1850939,0,228776.0604,0,0,2079715.06,D.E. OF FORMS UTILIZATIONS,4,52724,0,0,0,0,0
497,2014-15,52725,50000,0,6180,0,0,56180,SOFTWARE DEVELOPMENT,10,52725,0,0,0,0,0
498,2014-15,52726,2849594,0,352209.8184,0,0,3201803.818,DATA ENTRY-REGISTR FORMS,1,52726,0,0,0,0,28496
499,2014-15,52727,7702323,0,952007.1228,0,0,8654330.123,D.E. RETURNS CUM CHALLANS,2,52727,0,0,0,0,137246
500,2014-15,52728,1669592,0,206361.5712,0,0,1875953.571,D.E. RETURNS CUM CHALLANS-PTEC,3,52728,0,0,0,0,34961
501,2014-15,52729,1880330,0,232408.788,0,0,2112738.788,D.E. OF FORMS UTILIZATIONS,4,52729,0,0,0,0,18803
502,2014-15,52730,50000,0,6180,0,0,56180,SOFTWARE DEVELOPMENT,10,52730,0,0,0,0,0
503,2014-15,52731,2781298,0,343768.4328,0,0,3125066.433,DATA ENTRY-REGISTR FORMS,1,52731,0,0,0,0,0
504,2014-15,52732,7966872,0,984705.3792,0,0,8951577.379,D.E. RETURNS CUM CHALLANS,2,52732,0,0,0,0,19785
505,2014-15,52733,1566858,0,193663.6488,0,0,1760521.649,D.E. RETURNS CUM CHALLANS-PTEC,3,52733,0,0,0,0,16422
506,2014-15,52734,1625427,0,200902.7772,0,0,1826329.777,D.E. OF FORMS UTILIZATIONS,4,52734,0,0,0,0,0
507,2014-15,52735,50000,0,6180,0,0,56180,SOFTWARE DEVELOPMENT,10,52735,0,0,0,0,0
508,2014-15,52736,645000,0,79722,0,0,724722,MANPOWER COST,10,NULL,0,0,0,0,0
509,2014-15,52737,877913,0,108510.0468,0,0,986423.0468,IMPLEMENTATION & INTEGRATION,12,NULL,0,0,0,0,0
510,2014-15,52738,2396231,0,296174.1516,0,0,2692405.152,DATA ENTRY-REGISTR FORMS,1,52738,14808,0,0,0,0
511,2014-15,52739,10839416,0,1339751.818,0,0,12179167.82,D.E. RETURNS CUM CHALLANS,2,52739,1105288,0,0,0,285045
512,2014-15,52740,1589917,0,196513.7412,0,0,1786430.741,D.E. RETURNS CUM CHALLANS-PTEC,3,52740,40998,0,0,0,28737
513,2014-15,52741,1428657,0,176582.0052,0,0,1605239.005,D.E. OF FORMS UTILIZATIONS,4,52741,175266,0,0,0,0
514,2014-15,52742,50000,0,6180,0,0,56180,SOFTWARE DEVELOPMENT,10,52742,0,0,0,0,0
515,2014-15,52743,1060000,0,131016,0,0,1191016,MAINTENANCE & MANAGEMENT,13,NULL,0,0,0,0,0
516,2014-15,52744,2796738,0,345676.8168,0,0,3142414.817,DATA ENTRY-REGISTR FORMS,1,52744,18983,0,0,27967,0
517,2014-15,52745,9520514,0,1176735.53,0,0,10697249.53,D.E. RETURNS CUM CHALLANS,2,52745,779633,0,0,95205,255905
518,2014-15,52746,1580063,0,195295.7868,0,0,1775358.787,D.E. RETURNS CUM CHALLANS-PTEC,3,52746,40129,0,0,15801,8835
519,2014-15,52747,2004341,0,247736.5476,0,0,2252077.548,D.E. OF FORMS UTILIZATIONS,4,52747,317410,0,0,20043,0
520,2014-15,52748,50000,0,6180,0,0,56180,SOFTWARE DEVELOPMENT,10,52748,0,0,0,0,0
521,2014-15,52749,500000,0,61800,0,0,561800,"TRAINING, FMS ",4,NULL,0,0,0,0,0
522,2014-15,52750,2874882,0,355335.4152,0,0,3230217.415,DATA ENTRY-REGISTR FORMS,1,52750,22891,22891,0,0,0
523,2014-15,52751,8204154,0,1014033.434,0,0,9218187.434,D.E. RETURNS CUM CHALLANS,2,52751,454606,0,0,0,4813
524,2014-15,52752,1552841,0,191931.1476,0,0,1744772.148,D.E. RETURNS CUM CHALLANS-PTEC,3,52752,38177,0,0,0,15930
525,2014-15,52753,2009180,0,248334.648,0,0,2257514.648,D.E. OF FORMS UTILIZATIONS,4,52753,318605,0,0,0,0
526,2014-15,52754,50000,0,6180,0,0,56180,SOFTWARE DEVELOPMENT,10,52754,0,0,0,0,0
527,2014-15,52755,2880006,0,355968.7416,0,0,3235974.742,DATA ENTRY-REGISTR FORMS,1,52755,23151,0,0,86400,0
528,2014-15,52756,10891714,0,1346215.85,0,0,12237929.85,D.E. RETURNS CUM CHALLANS,2,52756,1118201,0,0,326751,116693
529,2014-15,52757,1518816,0,187725.6576,0,0,1706541.658,D.E. RETURNS CUM CHALLANS-PTEC,3,52757,35769,0,0,45564,4633
530,2014-15,52758,1896315,0,234384.534,0,0,2130699.534,D.E. OF FORMS UTILIZATIONS,4,52758,290737,0,0,56889,0
531,2014-15,52759,50000,0,6180,0,0,56180,SOFTWARE DEVELOPMENT,10,52759,0,0,0,0,0
532,2014-15,52760,500000,0,61800,0,0,561800,"TRAINING, FMS ",12,NULL,0,0,0,0,0
533,2014-15,52761,469043,0,57973.7148,0,0,527016.7148,DATA ENTRY-REGISTR FORMS,1,NULL,0,0,0,0,0
534,2014-15,52762,546620,0,67563.232,0,0,614183.232,DATA ENTRY-REGISTR FORMS,1,NULL,0,0,0,0,0
535,2014-15,52763,76436,0,9447.4896,0,0,85883.4896,DATA ENTRY-REGISTR FORMS,1,NULL,0,0,0,0,0
536,2014-15,52764,343985,0,42516.546,0,0,386501.546,D.E. RETURNS CUM CHALLANS,2,NULL,0,0,0,0,0
537,2014-15,52765,118179,0,14606.9244,0,0,132785.9244,D.E. RETURNS CUM CHALLANS,3,NULL,0,0,0,0,0
538,2014-15,52766,35843,0,4430.1948,0,0,40273.1948,DATA ENTRY-REGISTR FORMS,1,NULL,0,0,0,0,0
539,2014-15,52767,62022,0,7665.9192,0,0,69687.9192,DATA ENTRY-REGISTR FORMS,1,NULL,0,0,0,0,0
540,2014-15,52768,360000,0,44496,0,0,404496,MAINTENANCE & MANAGEMENT,13,NULL,0,0,0,0,0
541,2014-15,52769,2900958,0,358558.4088,0,0,3259516.409,DATA ENTRY-REGISTR FORMS,1,52769,24214,0,0,0,0
542,2014-15,52770,7795525,0,963526.89,0,0,8759051.89,D.E. RETURNS CUM CHALLANS,2,52770,358339,0,0,0,4954
543,2014-15,52771,1447333,0,178890.3588,0,0,1626223.359,D.E. RETURNS CUM CHALLANS-PTEC,3,52771,30710,0,0,0,3434
544,2014-15,52772,2071846,0,256080.1656,0,0,2327926.166,D.E. OF FORMS UTILIZATIONS,4,52772,334078,0,0,0,0
