SNO,FIN_YR,INV_NO,BASIC_AMT,SER_TAX_RATE,SER_TAX,ED_CESS,HED_CESS,TOT_AMT,TRN_DESC,TRN_TYPE,INV_NO1,BILL_QTY,LOG_QTY,LOG_RED,IT_PENALITY,TRN_PENALITY
545,2014-15,52773,50000,0,6180,0,0,56180,SOFTWARE DEVELOPMENT,10,52773,0,0,0,0,0
546,2014-15,52774,228000,5,0,11400,0,239400,"IMPL, & COMMISSIONING",12,NULL,27178,0,25997,0,0
547,2014-15,52774,2394996,0,296021.5056,0,0,2691017.506,"WARRANTY, MANPOWER",10,NULL,410247,0,285299,0,392576
548,2014-15,52775,2850008,0,352260.9888,0,0,3202268.989,DATA ENTRY-REGISTR FORMS,1,NULL,41019,0,25076,0,4860
549,2014-15,52776,7552932,0,933542.3952,0,0,8486474.395,D.E. RETURNS CUM CHALLANS,2,NULL,203304,0,48543,0,0
550,2014-15,52777,1454426,0,179767.0536,0,0,1634193.054,D.E. RETURNS CUM CHALLANS-PTEC,3,52779,0,0,0,0,0
551,2014-15,52778,1542211,0,190617.2796,0,0,1732828.28,D.E. OF FORMS UTILIZATIONS,4,NULL,0,0,0,0,0
552,2014-15,52779,50000,0,6180,0,0,56180,SOFTWARE DEVELOPMENT,10,NULL,0,0,0,0,0
553,2014-15,52780,109371,0,13518.2556,0,0,122889.2556,DATA ENTRY-REGISTR FORMS,1,NULL,0,0,0,0,0
554,2014-15,52781,471568,0,58285.8048,0,0,529853.8048,D.E. RETURNS CUM CHALLANS,2,NULL,0,0,0,0,0
555,2014-15,52782,135730,0,16776.228,0,0,152506.228,D.E. RETURNS CUM CHALLANS-PTEC,3,NULL,0,0,0,0,0
556,2014-15,52783,175239,0,21659.5404,0,0,196898.5404,D.E. OF FORMS UTILIZATIONS,4,NULL,0,0,0,0,0
557,2014-15,52784,53317440,0,6590035.584,0,0,59907475.58,ANNUAL RETURNS,5,NULL,0,0,0,0,0
558,2015-16,52701,2981513,0,368515.0068,0,0,3350028.007,D.E-REGD FORMS,1,NULL,0,0,0,0,0
559,2015-16,52702,10408751,0,1286521.624,0,0,11695272.62,D.E-RET/CHALL-EXCL.PTEC,2,NULL,0,0,0,0,0
560,2015-16,52703,1663468,0,205604.6448,0,0,1869072.645,D.E-RET/CHALL-EPTEC,3,NULL,0,0,0,0,0
561,2015-16,52704,1629590,0,201417.324,0,0,1831007.324,D.E. FOR FORMS UTILIZATION,4,NULL,0,0,0,0,0
562,2015-16,52705,50000,0,6180,0,0,56180,SOFTWARE DEV.,10,NULL,0,0,0,0,0
563,2015-16,52706,4220378,0,590852.92,0,0,4811230.92,PETC COURTESY LET,7,NULL,0,0,0,0,0
564,2015-16,52707,2703203,0,378448.42,0,0,3081651.42,D.E-REGD FORMS,1,NULL,0,0,0,0,0
565,2015-16,52708,8726446,0,1221702.44,0,0,9948148.44,D.E-RET/CHALL-EXCL.PTEC,2,NULL,0,0,0,0,0
566,2015-16,52709,1638407,0,229376.98,0,0,1867783.98,D.E-RET/CHALL-EPTEC,3,NULL,0,0,0,0,0
567,2015-16,52710,2112249,0,295714.86,0,0,2407963.86,D.E. FOR FORMS UTILIZATION,4,NULL,0,0,0,0,0
568,2015-16,52711,50000,0,7000,0,0,57000,SOFTWARE DEV.,10,NULL,0,0,0,0,0
569,2015-16,52712,2996748,0,419544.72,0,0,3416292.72,D.E-REGD FORMS,1,NULL,0,0,0,0,0
570,2015-16,52713,8799359,0,1231910.26,0,0,10031269.26,D.E-RET/CHALL-EXCL.PTEC,2,NULL,0,0,0,0,0
571,2015-16,52714,2985146,0,417920.44,0,0,3403066.44,D.E-RET/CHALL-EPTEC,3,NULL,0,0,0,0,0
572,2015-16,52715,2063467,0,288885.38,0,0,2352352.38,D.E. FOR FORMS UTILIZATION,4,NULL,0,0,0,0,0
573,2015-16,52716,50000,0,7000,0,0,57000,SOFTWARE DEV.,10,NULL,0,0,0,0,0
574,2015-16,52717,3108721,0,435220.94,0,0,3543941.94,D.E-REGD FORMS,1,NULL,0,0,0,0,0
575,2015-16,52718,9174704,0,1284458.56,0,0,10459162.56,D.E-RET/CHALL-EXCL.PTEC,2,NULL,0,0,0,0,0
576,2015-16,52719,2586941,0,362171.74,0,0,2949112.74,D.E-RET/CHALL-EPTEC,3,NULL,0,0,0,0,0
577,2015-16,52720,2074798,0,290471.72,0,0,2365269.72,D.E. FOR FORMS UTILIZATION,4,NULL,0,0,0,0,0
578,2015-16,52721,50000,0,7000,0,0,57000,SOFTWARE DEV.,10,NULL,0,0,0,0,0
579,2015-16,52722,3038376,0,425372.64,0,0,3463748.64,D.E-REGD FORMS,1,NULL,0,0,0,0,0
580,2015-16,52723,7720881,0,1080923.34,0,0,8801804.34,D.E-RET/CHALL-EXCL.PTEC,2,NULL,0,0,0,0,0
581,2015-16,52724,1771969,0,248075.66,0,0,2020044.66,D.E-RET/CHALL-EPTEC,3,NULL,0,0,0,0,0
582,2015-16,52725,1773758,0,248326.12,0,0,2022084.12,D.E. FOR FORMS UTILIZATION,4,NULL,0,0,0,0,0
583,2015-16,52726,50000,0,7000,0,0,57000,SOFTWARE DEV.,10,NULL,0,0,0,0,0
584,2015-16,52727,846000,0,118440,0,0,964440,MAINTENANCE & MANAGEMENT,13,NULL,0,0,0,0,0
585,2015-16,52728,2864731,0,401062.34,0,0,3265793.34,D.E-REGD FORMS,1,NULL,0,0,0,0,0
586,2015-16,52729,7730048,0,1082206.72,0,0,8812254.72,D.E-RET/CHALL-EXCL.PTEC,2,NULL,0,0,0,0,0
587,2015-16,52730,1524115,0,213376.1,0,0,1737491.1,D.E-RET/CHALL-EPTEC,3,NULL,0,0,0,0,0
588,2015-16,52731,1436640,0,201129.6,0,0,1637769.6,D.E. FOR FORMS UTILIZATION,4,NULL,0,0,0,0,0
589,2015-16,52732,50000,0,7000,0,0,57000,SOFTWARE DEV.,10,NULL,0,0,0,0,0
590,2015-16,52733,3047265,0,426617.1,0,0,3473882.1,D.E-REGD FORMS,1,NULL,0,0,0,0,0
591,2015-16,52734,11171865,0,1564061.1,0,0,12735926.1,D.E-RET/CHALL-EXCL.PTEC,2,NULL,0,0,0,0,0
592,2015-16,52735,1449225,0,202891.5,0,0,1652116.5,D.E-RET/CHALL-EPTEC,3,NULL,0,0,0,0,0
593,2015-16,52736,1540955,0,215733.7,0,0,1756688.7,D.E. FOR FORMS UTILIZATION,4,NULL,0,0,0,0,0
594,2015-16,52737,50000,0,7000,0,0,57000,SOFTWARE DEV.,10,NULL,0,0,0,0,0
595,2015-16,52738,904772.6378,0,126668.1693,0,0,1031440.807,INTERNT CONNECTINS,11,NULL,0,0,0,0,0
596,2015-16,52738,254525.3622,0,36914.17752,0,0,291439.5397,INTERNT CONNECTINS,11,NULL,0,0,0,0,0
597,2015-16,52739,87946.9589,0,12312.57425,0,0,100259.5332,WAN LINK SUPPORT,4,NULL,0,0,0,0,0
598,2015-16,52739,19413.0411,0,2814.890959,0,0,22227.93205,WAN LINK SUPPORT,4,NULL,0,0,0,0,0
599,2015-16,52740,1862710,0,260779.4,0,0,2123489.4,D.E-REGD FORMS,1,NULL,0,0,0,0,0
600,2015-16,52741,8612305,0,1205722.7,0,0,9818027.7,D.E-RET/CHALL-EXCL.PTEC,2,NULL,0,0,0,0,0
601,2015-16,52742,828532,0,115995.48,0,0,944527.48,D.E-RET/CHALL-EPTEC,3,NULL,0,0,0,0,0
602,2015-16,52743,1136859,0,159160.26,0,0,1296019.26,D.E. FOR FORMS UTILIZATION,4,NULL,0,0,0,0,0
603,2015-16,52744,1099763,0,159465.635,0,0,1259228.635,D.E-REGD FORMS,1,NULL,0,0,0,0,0
604,2015-16,52745,868332,0,125908.14,0,0,994240.14,D.E-RET/CHALL-EXCL.PTEC,2,NULL,0,0,0,0,0
605,2015-16,52746,486599,0,70556.855,0,0,557155.855,D.E-RET/CHALL-EPTEC,3,NULL,0,0,0,0,0
606,2015-16,52747,724152,0,105002.04,0,0,829154.04,D.E. FOR FORMS UTILIZATION,4,NULL,0,0,0,0,0
607,2015-16,52748,50000,0,7250,0,0,57250,SOFTWARE DEV.,10,NULL,0,0,0,0,0
608,2015-16,52749,3066719,0,444674.255,0,0,3511393.255,D.E-REGD FORMS,1,NULL,0,0,0,0,0
609,2015-16,52750,8091309,0,1173239.805,0,0,9264548.805,D.E-RET/CHALL-EXCL.PTEC,2,NULL,0,0,0,0,0
610,2015-16,52751,1300663,0,188596.135,0,0,1489259.135,D.E-RET/CHALL-EPTEC,3,NULL,0,0,0,0,0
611,2015-16,52752,1909161,0,276828.345,0,0,2185989.345,D.E. FOR FORMS UTILIZATION,4,NULL,0,0,0,0,0
612,2015-16,52753,50000,0,7250,0,0,57250,SOFTWARE DEV.,10,NULL,0,0,0,0,0
613,2015-16,52754,3021997,0,438189.565,0,0,3460186.565,D.E-REGD FORMS,1,NULL,0,0,0,0,0
614,2015-16,52755,10411226,0,1509627.77,0,0,11920853.77,D.E-RET/CHALL-EXCL.PTEC,2,NULL,0,0,0,0,0
615,2015-16,52756,1142359,0,165642.055,0,0,1308001.055,D.E-RET/CHALL-EPTEC,3,NULL,0,0,0,0,0
616,2015-16,52757,1772344,0,256989.88,0,0,2029333.88,D.E. FOR FORMS UTILIZATION,4,NULL,0,0,0,0,0
617,2015-16,52758,50000,0,7250,0,0,57250,SOFTWARE DEV.,10,NULL,0,0,0,0,0
618,2015-16,52759,726000,0,105270,0,0,831270,MAINTANANCE & MANAGEMENT & RESTORATION,13,NULL,0,0,0,0,0
619,2015-16,52760,3121552,0,452625.04,0,0,3574177.04,D.E-REGD FORMS,1,NULL,0,0,0,0,0
620,2015-16,52761,7637141,0,1107385.445,0,0,8744526.445,D.E-RET/CHALL-EXCL.PTEC,2,NULL,0,0,0,0,0
621,2015-16,52762,1090066,0,158059.57,0,0,1248125.57,D.E-RET/CHALL-EPTEC,3,NULL,0,0,0,0,0
622,2015-16,52763,2065099,0,299439.355,0,0,2364538.355,D.E. FOR FORMS UTILIZATION,4,NULL,0,0,0,0,0
623,2015-16,52764,50000,0,7250,0,0,57250,SOFTWARE DEV.,10,NULL,0,0,0,0,0
624,2015-16,52765,32760225,0,4750232.625,0,0,37510457.63, MPLS UPGRADATION,14,NULL,0,0,0,0,0
625,2015-16,52766,3061949,0,443982.605,0,0,3505931.605,D.E-REGD FORMS,1,NULL,0,0,0,0,0
626,2015-16,52767,7657578,0,1110348.81,0,0,8767926.81,D.E-RET/CHALL-EXCL.PTEC,2,NULL,0,0,0,0,0
627,2015-16,52768,1303390,0,188991.55,0,0,1492381.55,D.E-RET/CHALL-EPTEC,3,NULL,0,0,0,0,0
628,2015-16,52769,1485017,0,215327.465,0,0,1700344.465,D.E. FOR FORMS UTILIZATION,4,NULL,0,0,0,0,0
629,2015-16,52770,53317440,0,7731028.8,0,0,61048468.8,D.E. ANNUAL RETURNS),5,NULL,0,0,0,0,0
630,2015-16,52771,4337780,0,628978.1,0,0,4966758.1,"SUPPORT, MAINTENANCE & MANPOWER",13,NULL,0,0,0,0,0
631,2015-16,52772,69655,0,10099.975,0,0,79754.975,D.E-REGD FORMS,1,NULL,0,0,0,0,0
632,2015-16,52773,356210,0,51650.45,0,0,407860.45,D.E-RET/CHALL-EXCL.PTEC,2,NULL,0,0,0,0,0
633,2015-16,52774,91308,0,13239.66,0,0,104547.66,D.E-RET/CHALL-EPTEC,3,NULL,0,0,0,0,0
634,2015-16,52775,69202,0,10034.29,0,0,79236.29,D.E. FOR FORMS UTILIZATION,4,NULL,0,0,0,0,0
635,2015-16,52776,50000,0,7250,0,0,57250,SOFTWARE DEV.,10,NULL,0,0,0,0,0
636,2015-16,52777,10920074,0,1583410.73,0,0,12503484.73,"BSNL, MPLS UPGRADATION",14,NULL,0,0,0,0,0
637,2016-17,52701,3100817,434114.38,449618.465,0,15504.085,3550435.465,D.E-REGD FORMS,REGULAR,,,,,,
638,2016-17,52702,10285571,1439979.94,1491407.795,0,51427.855,11776978.8,D.E-RET/CHALL-EXCL.PTEC,REGULAR,,,,,,
639,2016-17,52703,1440818,201714.52,208918.61,0,7204.09,1649736.61,D.E-RET/CHALL-EPTEC,REGULAR,,,,,,
640,2016-17,52704,1389595,194543.3,201491.275,0,6947.975,1591086.275,D.E. FOR FORMS UTILIZATION,REGULAR,,,,,,
641,2016-17,52705,50000,7000,7250,0,250,57250,SOFTWARE DEV.,OTHER,,,,,,
642,2016-17,52706,2750940,385131.6,412641,13754.7,13754.7,3163581,D.E-REGD FORMS,REGULAR,,,,,,
643,2016-17,52707,8897259,1245616.26,1334588.85,44486.295,44486.295,10231847.85,D.E-RET/CHALL-EXCL.PTEC,REGULAR,,,,,,
644,2016-17,52708,1411371,197591.94,211705.65,7056.855,7056.855,1623076.65,D.E-RET/CHALL-EPTEC,REGULAR,,,,,,
645,2016-17,52709,2048206,286748.84,307230.9,10241.03,10241.03,2355436.9,D.E. FOR FORMS UTILIZATION,REGULAR,,,,,,
646,2016-17,52710,50000,7000,7500,250,250,57500,SOFTWARE DEV.,OTHER,,,,,,
647,2016-17,52711,2750940,385131.6,412641,13754.7,13754.7,3163581,D.E-REGD FORMS,REGULAR,,,,,,
648,2016-17,52712,8334682,1166855.48,1250202.3,41673.41,41673.41,9584884.3,D.E-RET/CHALL-EXCL.PTEC,REGULAR,,,,,,
649,2016-17,52713,2348382,328773.48,352257.3,11741.91,11741.91,2700639.3,D.E-RET/CHALL-EPTEC,REGULAR,,,,,,
650,2016-17,52714,1930209,270229.26,289531.35,9651.045,9651.045,2219740.35,D.E. FOR FORMS UTILIZATION,REGULAR,,,,,,
651,2016-17,52715,50000,7000,7500,250,250,57500,SOFTWARE DEV.,OTHER,,,,,,
652,2016-17,52716,2750940,385131.6,412641,13754.7,13754.7,3163581,D.E-REGD FORMS,REGULAR,,,,,,
653,2016-17,52717,8478169,1186943.66,1271725.35,42390.845,42390.845,9749894.35,D.E-RET/CHALL-EXCL.PTEC,REGULAR,,,,,,
654,2016-17,52718,1911713,267639.82,286756.95,9558.565,9558.565,2198469.95,D.E-RET/CHALL-EPTEC,REGULAR,,,,,,
655,2016-17,52719,1646082,230451.48,246912.3,8230.41,8230.41,1892994.3,D.E. FOR FORMS UTILIZATION,REGULAR,,,,,,
656,2016-17,52720,50000,7000,7500,250,250,57500,SOFTWARE DEV.,OTHER,,,,,,
657,2016-17,52721,1652182,231305.48,247827.3,8260.91,8260.91,1900009.3,D.E-REGD FORMS,REGULAR,,,,,,
658,2016-17,52722,7435994,1041039.16,1115399.1,37179.97,37179.97,8551393.1,D.E-RET/CHALL-EXCL.PTEC,REGULAR,,,,,,
659,2016-17,52723,2399276,335898.64,359891.4,11996.38,11996.38,2759167.4,D.E-RET/CHALL-EPTEC,REGULAR,,,,,,
660,2016-17,52724,1561813,218653.82,234271.95,7809.065,7809.065,1796084.95,D.E. FOR FORMS UTILIZATION,REGULAR,,,,,,
661,2016-17,52725,50000,7000,7500,250,250,57500,SOFTWARE DEV.,OTHER,,,,,,
662,2016-17,52726,339308,47503.12,50896.2,1696.54,1696.54,390204.2,INTERNET CONNECTIONS,OTHER,,,,,,
663,2016-17,52727,722963,101215.82,108445.45,3614.815,3614.815,831408.45,OPERATE SPECIALIST NEXTDAY SUPPORT,OTHER,,,,,,
664,2016-17,52728,4017470,562445.8,602620.5,20087.35,20087.35,4620090.5,D.E-REGD FORMS,REGULAR,,,,,,
665,2016-17,52729,6341544,887816.16,951231.6,31707.72,31707.72,7292775.6,D.E-RET/CHALL-EXCL.PTEC,REGULAR,,,,,,
666,2016-17,52730,2324582,325441.48,348687.3,11622.91,11622.91,2673269.3,D.E-RET/CHALL-EPTEC,REGULAR,,,,,,
667,2016-17,52731,1292666,180973.24,193899.9,6463.33,6463.33,1486565.9,D.E. FOR FORMS UTILIZATION,REGULAR,,,,,,
668,2016-17,52732,50000,7000,7500,250,250,57500,SOFTWARE DEV.,OTHER,,,,,,
669,2016-17,52733,2168890,303644.6,325333.5,10844.45,10844.45,2494223.5,OPERATE NEXT DAY SUPPORT EX 4200-24T,OTHER,,,,,,
670,2016-17,52734,16380112,2293216.68,2457017.8,81900.56,81900.56,18837129.8,BSNL MPLS UPGRADATION,OTHER,,,,,,
671,2016-17,52735,996000,139440,149400,4980,149400,1145400,Maintenance & Management,13,,,,,,
